Area,Compactness,Eccentricity,Class
4545,2.315564360367953,0.714189808503333,ASC-US
4061,2.0466455710169216,0.6221513491663042,ASC-US
1961,1.5445672901530016,0.7728719260057156,ASC-US
1616,2.4028040517536007,0.7616473293359526,ASC-US
2146,4.299077922680115,0.8127826311549812,ASC-US
808,1.6614159711783747,0.6952606968807553,ASC-US
1305,1.411172744596276,0.5082071744165888,ASC-US
757,1.4343762911334745,0.6982732952942415,ASC-US
778,2.4636065491838908,0.5957295201096693,ASC-US
2060,1.1876144540355449,0.47426950968262993,ASC-US
1624,1.2563822776272917,0.5823847295339916,ASC-US
1919,2.5547431198056416,0.42440096562828616,ASC-US
4009,1.402621244969973,0.657437095762102,ASC-US
4218,2.19036862889387,0.7117737653477191,ASC-US
2675,2.2526619372309264,0.8389770297882635,ASC-US
2190,1.2893122577175438,0.7316940564353681,ASC-US
2277,1.6139031562913413,0.46010195725900316,ASC-US
2124,1.5423250934695953,0.8347649450148596,ASC-US
925,7.927704855923374,0.48385879422874956,ASC-US
729,7.798175259662303,0.8720400797308604,ASC-US
222,3.5069726573082853,0.6980807432175917,ASC-US
183,3.8772693029540624,0.5717619815523547,ASC-US
519,2.544074993325999,0.6699249875964397,ASC-US
1401,1.6486393427327526,0.6424618155557512,ASC-US
1488,2.026301470248457,0.7062161517449227,ASC-US
2139,2.136903627780333,0.7154717259228055,ASC-US
1290,1.4275817456602562,0.4157083796068166,ASC-US
2816,2.812252413633092,0.4028299066766015,ASC-US
1498,1.1972469230927767,0.7052953314391821,ASC-US
1915,1.597445328984176,0.5569254194779838,ASC-US
2774,2.1985049715454705,0.7158726902927177,ASC-US
2111,1.3229824732284605,0.788640112814201,ASC-US
1239,2.1922928494429588,0.5399350549881061,ASC-US
1095,2.2641907098423393,0.8065639980579182,ASC-US
1369,1.4408179820158273,0.7315519397595202,ASC-US
1443,1.7525315375658965,0.49630357159318605,ASC-US
2870,1.3920672586082892,0.40174358955707806,ASC-US
496,1.2850795531246455,0.771084557067273,ASC-US
2751,2.7241359800865457,0.5489208261320653,ASC-US
2435,1.4730808035485612,0.5146357159272814,ASC-US
849,2.126136044226555,0.7605572405318526,ASC-US
1952,1.162323231190505,0.3537640568221168,ASC-US
3350,1.993124180489105,0.6640089788550415,ASC-US
813,1.2879745211930491,0.6595761355141392,ASC-US
1062,1.1892901576281707,0.689115929309568,ASC-US
3255,7.916448812230136,0.7339400744061055,ASC-US
959,2.412512308872177,0.5899233235039694,ASC-US
2018,1.7377714727644524,0.8740835775795716,ASC-US
1989,1.807518987087276,0.8761142663235323,ASC-US
1578,1.8302784534610563,0.8384097151124856,ASC-US
2163,1.4704929964245217,0.9058993050749895,ASC-US
1392,1.278381410680902,0.7199193120471515,ASC-US
2684,2.924164622602704,0.3898936155965738,ASC-US
1989,1.9067654004771184,0.5514820319335628,ASC-US
1412,2.5884206959314637,0.6463598937660179,ASC-US
1444,1.488863919663152,0.6293509833823855,ASC-US
1109,1.3430796848239352,0.5052430778219507,ASC-US
996,1.7449073518078808,0.8707671392559759,ASC-US
1308,1.670048413452152,0.4312159642101561,ASC-US
4162,2.0454613563065815,0.7236866624201562,ASC-US
1524,2.628200098524592,0.8470975122077979,ASC-US
4051,1.6025526615709362,0.7432914332902463,ASC-US
3400,2.967780305095579,0.7805464457599494,ASC-US
5375,1.5815039833013733,0.6272349060920009,ASC-US
1826,1.508096445721757,0.8134773638089267,ASC-US
1511,1.5735428340973754,0.9122239597384669,ASC-US
846,1.3409308266039464,0.7307425840819975,ASC-US
1488,1.5933822414670993,0.7866725936379871,ASC-US
1348,1.2748498247288915,0.3363558978318247,ASC-US
1912,1.348853929781497,0.6824843165734967,ASC-US
1771,3.2041517824313104,0.8050670564270843,ASC-US
1238,3.079916621219135,0.7812474516031871,ASC-US
2773,1.2716990668194372,0.7332518087587401,ASC-US
2089,2.652255052953222,0.4960090532429162,ASC-US
3186,1.7307732352400458,0.8880402445125243,ASC-US
2477,2.1792923325987497,0.8895892703841144,ASC-US
965,1.2655548954948381,0.5399375688076338,ASC-US
3740,2.942042016482229,0.6961592451411746,ASC-US
1118,1.4210550963500113,0.5716101906972884,ASC-US
2378,1.4670588270850258,0.4471077915558851,ASC-US
1735,1.3611154551114224,0.4951705904325563,ASC-US
3817,2.272420364778259,0.3534257672797918,ASC-US
4649,4.241514712411654,0.43367327010444834,ASC-US
1520,1.4388647018331961,0.5838417155751632,ASC-US
1334,2.1871681726839762,0.8566467893678723,ASC-US
2466,2.4705563333328464,0.7779077112094911,ASC-US
1395,1.833831275735226,0.6939364055579095,ASC-US
2367,3.766988450380392,0.8525807552342279,ASC-US
2116,1.2333591602193514,0.5528922968454711,ASC-US
1475,1.7721262970125493,0.6581235939034944,ASC-US
1165,1.7184079755841455,0.6064749951111857,ASC-US
1265,3.0398163801044906,0.7274640466367449,ASC-US
2732,2.4720233682497392,0.7819787056088437,ASC-US
1886,1.3408817631629764,0.6378421971166743,ASC-US
1765,4.680281554411693,0.888454396693748,ASC-US
1610,1.2695581927901427,0.7766031089877592,ASC-US
1763,2.7428731961266446,0.9162898681716193,ASC-US
1363,3.119130420080524,0.864585285831162,ASC-US
2809,3.4489524169324883,0.7931513983166095,ASC-US
1862,2.8892226222727215,0.43323322797278446,ASC-US
1753,2.3762779660060263,0.758510208035955,ASC-US
1785,2.6459779464638107,0.8668126055241987,ASC-US
5967,1.2512746184545411,0.6290338727306706,ASC-US
2762,3.920397290328018,0.7816507767351076,ASC-US
3648,1.4004868144428733,0.8736315004295497,ASC-US
1678,1.7274095158648708,0.7318430771523087,ASC-US
3588,1.8715753426171349,0.40018063526359443,ASC-US
2318,4.517059124748108,0.6349162237128979,ASC-US
3714,2.516896206871938,0.7652860443571183,ASC-US
2406,1.8233425608103222,0.6626283473283702,ASC-US
2097,2.289430782614705,0.8570429010212942,ASC-US
1723,2.4704614405895104,0.8868327593411023,ASC-US
1299,1.7637971599635192,0.5897355547932981,ASC-US
1194,1.8187987301837356,0.7862814255763751,ASC-US
3475,1.9710403545635846,0.8304303320383114,ASC-US
2502,1.8084244308689645,0.8352905074542406,ASC-US
2887,1.5776191952624665,0.789428226102696,ASC-US
2622,2.3086881468831897,0.8493772956194645,ASC-US
769,2.121901953846901,0.9006426056757136,ASC-US
2310,1.4065808795944008,0.631243581711499,ASC-US
1283,1.1312985800240574,0.6180515590441386,ASC-US
684,1.3272950676831299,0.5830872013484703,ASC-US
6597,7.116662990474452,0.7358363877641476,ASC-US
2206,3.0461739901216474,0.7123137449141739,ASC-US
2628,1.6273434470465555,0.9021146010792842,ASC-US
1656,5.813052769796835,0.8605073370943795,ASC-US
1410,1.2819145125911686,0.6810731385940442,ASC-US
1659,3.855820828433261,0.9593042574721025,ASC-US
3899,5.275648264504724,0.8955916236707333,ASC-US
2363,4.618610474875488,0.6360382372598131,ASC-US
2334,3.543705068058302,0.8552343546049671,ASC-US
1738,2.00263803446709,0.568422157991409,ASC-US
795,3.261549195398557,0.8728113542447781,ASC-US
1279,3.4958301778385903,0.8806422284861857,ASC-US
1489,1.2936210418429033,0.5752722596663833,ASC-US
1049,1.8271552890462925,0.692484743728625,ASC-US
2575,1.7903641848592227,0.7582860426965958,ASC-US
2360,2.977923433992961,0.7800373849415007,ASC-US
2182,2.176772785608902,0.7826871135536805,ASC-US
1664,4.974941235825304,0.7601567325273465,ASC-US
2301,1.9256199380239174,0.7836956522346887,ASC-US
2724,1.2861474660762862,0.7200225735075411,ASC-US
1974,1.5458667217650666,0.7227428154518143,ASC-US
1913,1.7889893197766797,0.4214188231857829,ASC-US
2098,1.290704727621709,0.8132186622689767,ASC-US
1587,1.8396199516550256,0.8395343171427703,ASC-US
3148,3.721788955693498,0.6384698772719799,ASC-US
1664,2.7325337618569043,0.5853339954929745,ASC-US
1971,2.992530509663409,0.7521321730804418,ASC-US
2796,4.0790440364397655,0.6627860058265853,ASC-US
3882,6.617543381180564,0.7650386134881949,ASC-US
2495,1.7197863697374645,0.6335662033510564,ASC-US
1028,3.2761378415812317,0.5136216549165382,ASC-US
2444,2.23933568091501,0.49240800701636517,ASC-US
1058,2.0975442390686863,0.49531651161616586,ASC-US
3223,1.28698825880387,0.7270042989083266,ASC-US
2001,3.139689926419638,0.9535899861017176,ASC-US
2353,2.6469967973458255,0.7184121073955769,ASC-US
3138,2.0356085483592534,0.8012779997388135,ASC-US
2796,2.1866169799217356,0.7791068112076885,ASC-US
2692,1.2363537762732424,0.22364743709935345,ASC-US
2972,3.0106650706710965,0.8046582265846628,ASC-US
2271,1.222094961359373,0.383516330222589,ASC-US
3109,2.9435797158003965,0.8583212077464567,ASC-US
3404,2.742221395184066,0.7509191684270861,ASC-US
3748,2.063687223154969,0.8780575593370612,ASC-US
582,1.699797563257761,0.7402316518169787,ASC-US
2004,4.162467650584835,0.8071576104870837,ASC-US
3305,3.7636529712987543,0.8021754342626223,ASC-US
4845,2.4429498152928124,0.7881136829629406,ASC-US
1166,1.5431200805758731,0.7187414800241757,ASC-US
2662,1.3191484714476198,0.7618381487159837,ASC-US
2520,4.09461131224586,0.5078622347097472,ASC-US
905,1.6327628492538946,0.8808260229297032,ASC-US
3498,1.6674750273901573,0.7680465429356638,ASC-US
3403,1.2482157937066511,0.3718178792121332,ASC-US
3115,2.190683970393599,0.8510087331658043,ASC-US
2151,3.613636022793381,0.7284673800328433,ASC-US
3927,2.947169793383638,0.7015516435909321,ASC-US
1579,1.4669585608858486,0.7212075673968595,ASC-US
3154,2.624699505672395,0.5546563856925287,ASC-US
2227,2.4220663563332843,0.8395849665752299,ASC-US
2953,1.7722899522442253,0.6031687621674837,ASC-US
1991,1.2042645893866495,0.5691831112091792,ASC-US
2988,3.13989562041503,0.6860738914639507,ASC-US
3253,1.280079780773078,0.49796230437428735,ASC-US
2904,1.210376805347601,0.612203450101301,ASC-US
2159,1.1758444355496884,0.7331948893783587,ASC-US
2479,3.2810599172660044,0.3634871432330856,ASC-US
1963,1.4607275341736445,0.7543943764727209,ASC-US
1726,3.02171499196857,0.8394994357831854,ASC-US
1546,2.5987314415969607,0.7341296455277504,ASC-US
2894,3.5164063984554526,0.5713775588154362,ASC-US
2222,9.852918649989476,0.3264516702749928,ASC-US
3753,5.6817033269636505,0.5166388404395749,ASC-US
3605,6.070678464250335,0.5125972735903852,ASC-US
2530,1.7708795256756662,0.6397037389478698,ASC-US
3058,1.3093167490785558,0.4855318485898217,ASC-US
1780,1.3087209990677449,0.7652507236554008,ASC-US
3985,3.1166644399488224,0.7396112787082351,ASC-US
930,1.9738821945722147,0.6969178499587205,ASC-US
1461,2.8100626700788824,0.7537184960313167,ASC-US
597,1.7317855308258856,0.6083919764783993,ASC-US
3455,4.476549399126717,0.6994583806192772,ASC-US
1208,1.6399730373382118,0.4020966279088983,ASC-US
1381,1.6287727150665876,0.8000243791538529,ASC-US
1423,1.6983049344338865,0.6705233694441909,ASC-US
2798,4.638502363010694,0.7994210920652707,ASC-US
4255,3.4747120719447184,0.7784288521950945,ASC-US
4281,2.4051344902601284,0.7909192266898013,ASC-US
783,2.660035297087833,0.8129188798151339,ASC-US
642,1.5448692265696968,0.7801842713530562,ASC-US
1101,2.266823133442147,0.7286532837733259,ASC-US
959,1.2855447585115358,0.5660290160267162,ASC-US
6474,3.0500459096297363,0.6746828090290975,ASC-US
3437,4.995896905686323,0.6304441558262102,ASC-US
3854,3.2961922215352377,0.848440557549548,ASC-US
667,1.893592414138531,0.3751288274883486,ASC-US
528,1.350741419409985,0.7986980410730383,ASC-US
1170,2.3033239508824885,0.8190704053207352,ASC-US
1400,1.6868109483513096,0.8142410794509843,ASC-US
5324,1.9767543260089702,0.23658970350047165,ASC-US
513,1.1969156566825112,0.7650569384888775,ASC-US
804,1.1189539811167148,0.722612777891931,ASC-US
914,1.1147725777575561,0.3385613241210541,ASC-US
1873,1.3340127455202906,0.6179241170970302,ASC-US
1145,1.256674416970935,0.6551218705132118,ASC-US
756,1.1253405104013046,0.4733314234941723,ASC-US
830,1.4935474802404702,0.7301995732918477,ASC-US
1124,1.3072217911757873,0.7531858763079463,ASC-US
892,1.7345678668756592,0.5071442138993849,ASC-US
1359,2.310764547721269,0.7981625203406714,ASC-US
831,1.1308391232572208,0.42165321157977237,ASC-US
1158,1.1298731085294365,0.59150998277083,ASC-US
1611,1.4419123440600274,0.7624369821113861,ASC-US
1399,1.1815453696417333,0.5984266952486308,ASC-US
2782,5.74698104578902,0.7259427905918677,ASC-US
855,1.8059436707198375,0.5998624818080143,ASC-US
433,1.0831291596908648,0.5796787817113365,ASC-US
1028,1.6528955751070726,0.30081333957172307,ASC-US
818,1.1590942461079334,0.7338858047082855,ASC-US
747,1.1572218743575426,0.7481323016136456,ASC-US
792,1.135907839503809,0.574954249147172,ASC-US
1350,1.2244310803381917,0.5823431543252654,ASC-US
311,1.038216541131514,0.6141309611585176,ASC-US
802,1.1073102975514002,0.4739239640345448,ASC-US
1059,1.208395990483297,0.5969770152621691,ASC-US
800,1.1421406447860836,0.6164145727196221,ASC-US
1004,1.246322684120208,0.778522782305328,ASC-US
2783,7.286972778599229,0.7837971685096083,ASC-US
1031,1.089547333403663,0.552983659544335,ASC-US
1507,1.6553411013760653,0.8931549173274215,ASC-US
2962,3.58553524777836,0.7003748239807486,ASC-US
905,1.5350086772714568,0.7117794105364396,ASC-US
1972,2.3922723861273347,0.8842811304507452,ASC-US
812,1.3473971183471574,0.8806082030196883,ASC-US
993,1.5419158337484113,0.372509375325138,ASC-US
2310,3.4872823655411955,0.9979713989391984,ASC-US
805,1.8344691392612513,0.6008032794986915,ASC-US
2630,3.349897520830756,0.7628686543245269,ASC-US
986,4.177913814442951,0.7026867476813061,ASC-US
582,1.5657905781631858,0.7459938517736694,ASC-US
363,1.331732041088109,0.6962041472163168,ASC-US
757,1.55283857815538,0.4836615385923669,ASC-US
961,1.284941954105411,0.768890043729165,ASC-US
3020,3.2243191586824005,0.8956178919580365,ASC-US
1692,4.430835624332894,0.8328017379702198,ASC-US
4214,2.5661834065249343,0.8028173901363831,ASC-US
4584,2.796527315718937,0.7148737536732341,ASC-US
1709,1.68389959720756,0.5036571299334918,ASC-US
2153,5.110653588907759,0.631863220197357,ASC-US
2310,3.691781215627849,0.7201781182326372,ASC-US
3304,2.3110715086689346,0.5807914259094081,ASC-US
4307,1.3267010172274956,0.6953179637816221,ASC-US
1663,1.4434565057037243,0.5894398470444178,HSIL
2211,1.245492593399142,0.7081831282773892,HSIL
2345,1.9732190238481808,0.7981036845504524,HSIL
2638,1.336778436802216,0.8449614995953405,HSIL
2657,1.4678249434280202,0.7416857364943067,HSIL
762,1.2982705798110459,0.5831112477505505,HSIL
1214,1.3884519030807827,0.6301479276437444,HSIL
1633,1.3337598403132314,0.34158275259902493,HSIL
3125,3.029823573811642,0.8063994882569724,HSIL
1629,2.38362882505572,0.22282213607902787,HSIL
1376,1.4764747253031625,0.792379231535519,HSIL
1721,2.944536001681472,0.7961255058717662,HSIL
964,1.4980183668112894,0.7686575747289383,HSIL
1197,1.3493694079910126,0.419788067710388,HSIL
2271,3.5153233839863254,0.5120925998726379,HSIL
1332,1.5075638824929787,0.8467723629976857,HSIL
4063,8.122283773286416,0.6606395359984403,HSIL
2861,3.1338758849152724,0.7697531503988796,HSIL
3099,1.4758763597886815,0.709801739916643,HSIL
5521,2.548019435365863,0.8292524198044213,HSIL
2056,2.163956710244353,0.8751478309787687,HSIL
3017,4.696055664259372,0.5915620520658632,HSIL
2738,1.8401582336605116,0.7130026903854328,HSIL
1670,1.2873769442365794,0.30771370726083896,HSIL
1551,1.9158502225723042,0.5682169527346136,HSIL
882,1.6113576371909675,0.5901727481196062,HSIL
734,4.46749971418167,0.673075522626409,HSIL
1266,1.3074946117640893,0.5709406874378591,HSIL
940,1.1292946139532305,0.37014114322959574,HSIL
3856,3.557027218458126,0.390595347192159,HSIL
661,1.2810426344812609,0.49178836894346944,HSIL
838,1.5387880115294055,0.6467962115298209,HSIL
991,1.9817264662759406,0.843819449530959,HSIL
640,1.399277585064259,0.7675672791456161,HSIL
984,3.961935183912562,0.8725132664600715,HSIL
808,2.492839458761473,0.6373743885293754,HSIL
1899,1.2351248200821088,0.5887224529148705,HSIL
809,1.6111817078937751,0.6547669201936074,HSIL
1021,1.1421454354705391,0.7353089767806803,HSIL
1704,2.631526717454555,0.45869183599200913,HSIL
367,1.2941224908433941,0.7175133950105146,HSIL
1248,1.2986391309307947,0.7829127876247032,HSIL
682,1.9360336092906065,0.8905602071498554,HSIL
760,2.185345373392134,0.8974107884514972,HSIL
779,1.8498638595560764,0.9591273805546175,HSIL
735,1.7964284646750932,0.8643721769131727,HSIL
1969,3.00755686209854,0.8078380267811843,HSIL
7490,2.6183672449804067,0.7445266225623703,HSIL
2752,3.151827223775777,0.7219574020442363,HSIL
2459,2.6345025288934782,0.6833122658463878,HSIL
588,1.339790570206157,0.7971662044719051,HSIL
1347,4.645226924814525,0.8735753021846576,HSIL
1531,2.9980569380843405,0.8503821548573537,HSIL
1278,1.4124330863876469,0.7035998550767594,HSIL
1209,1.597338507702691,0.6116900094060985,HSIL
2424,4.707963256946615,0.6578279979195976,HSIL
4460,5.405524641872247,0.5776623995272605,HSIL
3450,2.4700025797216814,0.5921591377778684,HSIL
2452,4.685097123786591,0.5592505595933459,HSIL
3907,3.534553424377978,0.7810202173298064,HSIL
3377,4.149796509994896,0.870109807351927,HSIL
551,1.6657989511095508,0.744243326733199,HSIL
3696,4.343733350119878,0.8565911090728744,HSIL
2736,5.008266951617088,0.9223932431505055,HSIL
2225,4.227536344986029,0.8554897400945018,HSIL
1109,2.3748599890149062,0.9106759380774462,HSIL
1793,2.972473835404303,0.7024290278954365,HSIL
1212,1.9066605983670637,0.9347118069864181,HSIL
844,1.7284848235575663,0.8975746348910544,HSIL
2255,3.8804852894981754,0.6582453018298137,HSIL
2285,3.6679589975276086,0.60231922135136,HSIL
692,1.231809476511597,0.3966200520096327,HSIL
599,1.1408609232387406,0.7119740398830903,HSIL
783,1.378611441113074,0.5949735085585305,HSIL
1620,3.048961020169099,0.8459062804462815,HSIL
865,1.374348677529619,0.681272167977071,HSIL
1218,1.1380916202589906,0.614481544880062,HSIL
563,1.0991552041034929,0.4254009554575249,HSIL
797,1.2784217489630587,0.6184829481735085,HSIL
670,1.1700883630090524,0.6721134243988715,HSIL
1646,1.8116928381336859,0.8726103078145939,HSIL
853,3.2129715577865023,0.8483822776657923,HSIL
623,3.37751669716828,0.7139295681682032,HSIL
2165,2.2556122167496966,0.8718825132950179,HSIL
659,1.1674561785490423,0.6668151030271305,HSIL
851,1.2940996495495685,0.4939080844618102,HSIL
1211,3.5284485239435903,0.9068487649453402,HSIL
1785,1.5410696316335337,0.8765573434733209,HSIL
748,1.4251361416014772,0.7167479696982917,HSIL
1520,2.3049116405334713,0.879125082427152,HSIL
2056,3.2290023998701725,0.7975596928426504,HSIL
773,1.1005917438764399,0.4674129258335998,HSIL
1448,1.8354700866767886,0.8764090753772527,HSIL
1165,1.3892013978593736,0.8613267069763406,HSIL
1189,1.5035181935243918,0.8601702466656337,HSIL
3678,2.7136330835983107,0.6176559626594317,HSIL
1954,4.670120913532442,0.7144894368831712,HSIL
2067,5.019404713057834,0.6849200068626188,HSIL
1103,1.491496080019993,0.8524414129432658,HSIL
476,1.4906308454634316,0.8335731603418594,HSIL
626,1.0859452588152558,0.5495587806966535,HSIL
358,1.4083519310236905,0.7655214336285272,HSIL
1381,2.094489962430432,0.8350294555371944,HSIL
663,1.250793654773548,0.7695482282154547,HSIL
1677,1.5478949429334588,0.7692037555441749,HSIL
3004,4.683888539908387,0.7274237437457283,HSIL
3219,6.710394976201359,0.7112420940782139,HSIL
2408,1.5177948599066555,0.5450862895054096,HSIL
728,1.203113217592703,0.6075656309298412,HSIL
5760,2.5858900931828783,0.6623975786858138,HSIL
3843,2.7085091031053032,0.8280109005989083,HSIL
7262,6.94097532210274,0.42873813182724135,HSIL
4476,8.156392199633475,0.26286535038467607,HSIL
1015,2.571219674168112,0.8959055324154612,HSIL
3639,1.4730370877592867,0.5596922675022349,HSIL
5124,2.0189015311508514,0.8963702295134784,HSIL
2055,2.4537123895890174,0.8868610458314049,HSIL
1064,1.9550945567495421,0.6292035011871369,HSIL
1644,1.2140053848908576,0.5170222615777269,HSIL
2004,1.947880654020957,0.7824285464429552,HSIL
2865,2.995369646897185,0.7992181056857998,HSIL
1957,2.5169749596463022,0.8815565354195909,HSIL
1047,2.188321398618885,0.9265304692247807,HSIL
1049,2.475706993774709,0.9356751688665963,HSIL
1615,3.4280748421265477,0.7858050320707758,HSIL
932,2.4853300012498574,0.8011430396253028,HSIL
3025,6.052123319641767,0.860669600098473,HSIL
444,1.5980636951555518,0.8330079316317205,HSIL
2743,7.4644774633600575,0.4096216933311992,HSIL
2087,4.505984945636294,0.7090009302895994,HSIL
5224,3.5260908350395463,0.8529683535470665,HSIL
5198,4.074431803860268,0.6858711565504613,HSIL
551,1.532554047854896,0.9060829960897008,HSIL
779,1.5825897635097093,0.7501086144689316,HSIL
1647,2.400462988539007,0.8136618411451578,HSIL
2133,3.7484930190155867,0.719603684590621,HSIL
2571,1.8562903857809687,0.5497685557597657,HSIL
2221,3.6779403020551875,0.7117137709435817,HSIL
6162,1.7965287903036649,0.8010718771473206,HSIL
1597,1.9452454460744741,0.7546828825599479,HSIL
1447,2.595323799849451,0.8653589619689427,HSIL
1125,1.7849556502666835,0.7732218897090225,HSIL
2266,1.4743160261173323,0.7040637779565091,HSIL
1268,1.3036135383753111,0.3327411794053593,HSIL
4467,2.7613243413901847,0.7187491448346718,HSIL
2614,5.707744581956926,0.3227837377639366,HSIL
4797,1.848916718112635,0.6883808453847575,HSIL
2470,1.9942186256957173,0.5916337844637108,HSIL
1731,1.6582584302734162,0.5776719615394635,HSIL
2171,4.609909704496675,0.87929511981693,HSIL
3326,2.254051075276986,0.7609552097976561,HSIL
1162,2.085561413160705,0.4296300746657847,HSIL
2277,1.6117689389224104,0.7801856861110998,HSIL
3263,2.852616608331089,0.7918174150714558,HSIL
4167,5.9394991503477454,0.5059800977242929,HSIL
1454,2.557423152099387,0.7573190807257932,HSIL
2725,4.398737297926272,0.7987050162160797,HSIL
1899,2.1442808512143454,0.679754007824873,HSIL
